,BP_date,address,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
0,2017-08-01,1801 AND 1863 MISSION ST,0.0,0.0,3548033,2017-08-01,BP ISSUED,,,201310038419,False,2009-10-23,2013-10-03,2009-10-23,2017-08-01,BP ISSUED,"('2013-10-03', '2013-10-03', '2013-10-03', '2013-10-03', '2013-10-03', '2017-08-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,54.0,54.0,-122.41946411129999,37.7672653198,,
0,2014-03-19,56 LUCY ST,0.0,0.0,5410008,2015-05-26,CONSTRUCTION,01/01/2017,2014-06-19,201308235132,False,2013-08-23,2013-08-23,2013-08-23,2015-05-26,CONSTRUCTION,"('2013-08-23', '2013-08-23', '2014-03-19', '2014-06-19', '2014-07-15', '2015-01-14', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26')",1227.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,2.0,1.0,-122.393718479,37.7300619959,RH-2,RH-2
0,2015-05-13,1267 NOE ST,0.0,0.0,6553024,2016-04-21,CONSTRUCTION,10/01/2016,2015-10-14,201408295126,False,2014-08-29,2014-08-29,2014-08-29,2016-04-21,CONSTRUCTION,"('2014-08-29', '2014-08-29', '2015-05-13', '2015-05-13', '2015-10-14', '2015-12-22', '2016-02-09', '2016-04-21', '2016-04-21')",764.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,2.0,1.0,-122.43132742700001,37.7487370875,RH-3,RH-3
0,2016-06-15,815 TENNESSEE ST,10.0,10.0,4059001A,2017-10-02,CONSTRUCTION,,2016-12-07,201405054911,False,2013-12-06,2014-05-05,2013-12-06,2017-10-02,CONSTRUCTION,"('2014-05-05', '2014-05-05', '2016-06-15', '2016-06-15', '2016-12-07', '2017-03-31', '2017-10-02')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,69.0,69.0,-122.38925170899999,37.7612266541,UMU,UMU
0,2015-10-02,2130 SANTIAGO ST,0.0,0.0,2317016G,2016-01-27,CONSTRUCTION,,2016-01-27,201506199483,False,2015-06-19,2015-06-19,2015-06-19,2016-01-27,CONSTRUCTION,"('2015-06-19', '2015-10-02', '2015-10-02', '2016-01-27', '2016-01-27', '2016-01-27', '2016-01-27', '2016-01-27', '2016-01-27')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,-122.49039459229999,37.744522094699995,,
0,,435 24TH AV,,,1456005,2007-11-06,BP FILED,,,200711067465,True,2007-11-06,2007-11-06,2007-11-06,2007-11-06,BP FILED,"('2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06', '2007-11-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2012,Proposed,3.0,2.0,-122.48392,37.781356,RM-1,RM-1
0,,PIER 70 ORTON - HISTORIC CORE,0.0,0.0,4046001,2014-05-07,PL APPROVED,,,,True,2013-07-29,2014-05-07,2013-07-29,2014-05-07,PL APPROVED,"('2014-05-07', '2014-05-07', '2014-05-07')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2016,Proposed,0.0,0.0,-122.38544181299999,37.7620084704,M-2,M-2
0,,875 SANSOME ST,0.0,0.0,0164001,2017-03-13,BP FILED,,,201703131307,False,2017-03-13,2017-03-13,,2017-03-13,BP FILED,"('2017-03-13', '2017-03-13')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,6.0,6.0,-122.4024581909,37.798217773400005,,
0,,651 GEARY ST,0.0,0.0,0318020,2013-02-25,PL FILED,,,,True,2003-07-02,2008-08-15,2003-07-02,2013-02-25,PL FILED,"('2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",4,2015,Proposed,46.0,46.0,-122.413955469,37.7863441501,RC-4,RC-4
0,2011-12-14,2001 MARKET ST,,,3535001,2013-08-12,CONSTRUCTION,10/01/2013,2012-10-17,201012206990,False,2008-05-08,2008-06-13,2008-05-08,2013-08-12,CONSTRUCTION,"('2008-06-13', '2008-06-13', '2008-06-13', '2008-06-13', '2008-06-13', '2010-12-20', '2010-12-20', '2010-12-20', '2010-12-20', '2011-12-14', '2011-12-14', '2011-12-14', '2012-10-17', '2012-12-12', '2013-04-25', '2013-06-28', '2013-08-12')",1972.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,82.0,82.0,-122.42711100000001,37.76832,NCT-3,NCT-3
0,,AMERICA'S CUP PIER 30/32 SW 330,,,9900030,2010-06-24,PL FILED,,,,True,2010-06-24,2010-06-24,2010-06-24,2010-06-24,PL FILED,"('2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2013,Proposed,0.0,0.0,-122.38538,37.78625,M-2,M-2
0,2016-12-27,37 RUTLEDGE ST,0.0,0.0,5557021,2017-09-28,CONSTRUCTION,,2017-09-28,201412234391,False,2014-08-21,2014-08-21,2014-08-21,2017-09-28,CONSTRUCTION,"('2014-08-21', '2014-08-21', '2014-08-21', '2014-12-23', '2014-12-23', '2014-12-23', '2014-12-23', '2014-12-23', '2014-12-23', '2016-12-27', '2017-03-13', '2017-09-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4062423706,37.7450218201,,
0,2009-03-23,435 DUBOCE AV,0.0,0.0,3537087,2011-08-10,PL APPROVED,,2010-08-16,200803207576,True,2008-03-20,2009-03-23,2008-03-20,2011-08-10,PL APPROVED,"('2009-03-23', '2009-03-23', '2009-03-23', '2009-03-23', '2010-08-16', '2010-08-16', '2011-03-10', '2011-03-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10', '2011-08-10')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2014,Proposed,5.0,3.0,-122.4298348,37.7693213,RTO,RTO
0,,490 JAMESTOWN AV (BLDG 1),0.0,0.0,5000001,2015-10-27,BP FILED,,,201510270921,True,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,0.0,0.0,-122.38510692700001,37.713344022,P,P
0,,3350 TARAVAL ST,0.0,0.0,2372024A,2016-06-17,BP FILED,,,201606170332,False,2010-03-18,2010-03-18,2010-03-18,2016-06-17,BP FILED,"('2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2010-03-18', '2016-06-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2016,Proposed,1.0,1.0,-122.50231775399999,37.7421253625,RM-1,RM-1
0,,1390 MARKET ST,,,0813006,2009-05-28,PL APPROVED,,,,True,2006-08-30,2009-05-28,2006-08-30,2009-05-28,PL APPROVED,"('2009-05-28', '2009-05-28')",,"('PL APPROVED', 'PL APPROVED')",4,2009,Proposed,230.0,230.0,-122.41744399999999,37.776790999999996,C-3-G,C-3-G
0,2013-08-14,56 RINGOLD ST,,,3756025,2014-08-06,CONSTRUCTION,10/01/2014,2014-03-12,200705312675,False,2007-05-31,2007-05-31,2007-05-31,2014-08-06,CONSTRUCTION,"('2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2013-08-14', '2013-08-14', '2014-03-12', '2014-03-12', '2014-08-06')",2680.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,3.0,2.0,-122.4105294,37.7739598,RED MIXED,RED MIXED
0,,2227 33RD AV,0.0,0.0,2316001F,2014-10-08,BP FILED,,,201410088357,False,2014-10-08,2014-10-08,2014-10-08,2014-10-08,BP FILED,"('2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08', '2014-10-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,2.0,1.0,-122.49124491299999,37.7455294886,RH-1,RH-1
0,,290 FARALLONES ST,,,7105015,2011-01-11,CONSTRUCTION,2011-01-11,2011-01-11,201006033737,False,2010-06-03,2010-06-03,2010-06-03,2011-01-11,CONSTRUCTION,"('2010-06-03', '2010-06-03', '2011-01-11')",222.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION')",4,2010,Under Construction,2.0,,-122.46243,37.714286,NC-1,NC-1
0,2017-01-13,75 ARKANSAS ST,0.0,0.0,3952001B,2017-09-22,CONSTRUCTION,,2017-09-22,201606281077,False,2015-09-15,2016-01-13,2015-09-15,2017-09-22,CONSTRUCTION,"('2016-01-13', '2016-01-13', '2016-01-13', '2016-10-06', '2016-10-06', '2017-01-13', '2017-09-22')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,30.0,30.0,-122.3984069824,37.7653961182,,
0,2014-03-03,858 FLORIDA ST,,,4085010,2014-09-02,CONSTRUCTION,10/01/2014,2014-05-16,201307252819,False,2013-07-25,2013-07-25,2013-07-25,2014-09-02,CONSTRUCTION,"('2013-07-25', '2013-10-28', '2014-03-03', '2014-05-16', '2014-09-02')",433.0,"('BP FILED', 'PL FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,-122.41055800000001,37.758067,RH-2,RH-2
0,,333 BRANNAN ST (AKA 329 BRANNAN ST),0.0,0.0,3788042,2013-08-15,PL APPROVED,,,,False,2012-10-19,2012-10-19,2012-10-19,2013-08-15,PL APPROVED,"('2012-10-19', '2012-10-19', '2012-10-19', '2013-08-15', '2013-08-15', '2013-08-15', '2013-08-15', '2013-08-15', '2013-08-15', '2013-08-15', '2013-08-15')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2015,Proposed,0.0,0.0,-122.392416985,37.780918014,MUO,MUO
0,,891 CAROLINA ST,0.0,0.0,4097027,2014-02-11,BP FILED,,,201402118267,False,2014-02-11,2014-02-11,2014-02-11,2014-02-11,BP FILED,"('2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.3996124268,37.757450103800004,RH-2,RH-2
0,,1721 CHURCH ST,,,6633020,2012-10-18,PL APPROVED,,,201203095742,True,2012-03-15,2012-03-15,2012-03-15 00:00:00,2012-10-18,PL APPROVED,"('2012-03-15', '2012-03-15', '2012-10-18', '2012-10-18', '2012-10-18', '2012-10-18', '2012-10-18', '2012-10-18', '2012-10-18')",,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2014,Proposed,2.0,1.0,-122.426625,37.7433807,NC-1,NC-1
0,2008-04-01,277 SAN CARLOS ST,,,3596017A,2012-03-05,CONSTRUCTION,07/01/2012,2012-01-20,200710195923,False,2007-10-19,2008-04-01,2007-10-19,2012-03-05,CONSTRUCTION,"('2008-04-01', '2008-04-01', '2008-04-01', '2008-04-01', '2008-04-01', '2008-04-01', '2011-03-16', '2011-06-29', '2011-06-29', '2012-01-20', '2012-03-05', '2012-03-05')",1717.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,2.0,2.0,-122.419683,37.759042,NC-1,NC-1
0,,800 INDIANA STREET,0.0,0.0,4105009,2013-10-10,PL FILED,,,,True,2013-10-10,2013-10-10,2013-10-10,2013-10-10,PL FILED,"('2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,340.0,340.0,-122.39172904700001,37.7591964033,UMU,UMU
0,2009-10-28,440 29TH ST,0.0,0.0,6620014,2014-04-01,CONSTRUCTION,04/01/2015,2014-04-01,200609152421,False,2006-08-31,2006-09-15,2006-08-31,2014-04-01,CONSTRUCTION,"('2006-09-15', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2013-07-29', '2013-07-29', '2013-07-29', '2014-04-01', '2014-04-01', '2014-04-01', '2014-04-01')",3135.0,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,2.0,1.0,-122.42988606,37.7437485149,RH-2,RH-2
0,,PIER 31,,,9900041H,2008-08-27,PL FILED,,,,True,2008-08-27,2008-08-27,2008-08-27,2008-08-27,PL FILED,"('2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27', '2008-08-27')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2013,Proposed,0.0,0.0,-122.403824,37.80641,C-2,C-2
0,,3606 - 3608 TARAVAL STREET,0.0,0.0,2375019,2015-02-25,PL FILED,,,,True,2015-02-25,2015-02-25,2015-02-25,2015-02-25,PL FILED,"('2015-02-25', '2015-02-25')",,"('PL FILED', 'PL FILED')",3,2015,Proposed,0.0,0.0,-122.504901911,37.7420112987,NC-1,NC-1
0,2016-11-14,206 SAN JOSE AV,0.0,0.0,6513053,2017-09-26,CONSTRUCTION,,2017-09-26,201601086723,False,2016-01-08,2016-01-08,2016-01-08,2017-09-26,CONSTRUCTION,"('2016-01-08', '2016-01-08', '2016-01-08', '2016-11-14', '2016-11-14', '2017-09-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,3.0,1.0,-122.4218444824,37.75182724,,
0,2015-05-15,1507 33RD AV,0.0,0.0,1879001A,2015-05-15,BP ISSUED,,,201409297547,False,2014-09-29,2014-09-29,2014-09-29,2015-05-15,BP ISSUED,"('2014-09-29', '2014-09-29', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15', '2015-05-15')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,-122.4921340942,37.758945465100005,RH-1,RH-1
0,,2367 MARKET ST,,,3563036,2009-08-12,CONSTRUCTION,07/01/2010,2009-08-12,200808229822,False,2007-03-09,2009-08-12,2007-03-09,2009-08-12,CONSTRUCTION,"('2009-08-12', '2009-08-12', '2009-08-12', '2009-08-12')",1210.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2010,Under Construction,0.0,0.0,-122.43426000000001,37.7631,NCT,NCT
0,,3615 BALBOA ST,,,1607025,2008-06-03,BP FILED,,,200806033495,False,2008-06-03,2008-06-03,2008-06-03,2008-06-03,BP FILED,"('2008-06-03', '2008-06-03', '2008-06-03', '2008-06-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2010,Proposed,4.0,4.0,-122.497542,37.775566999999995,NC-2,NC-2
0,2008-08-25,1030-38 MISSISSIPPI ST,,,4224017,2011-03-02,CONSTRUCTION,07/01/2011,2010-12-30,200705010117,False,2007-05-01,2008-08-25,2007-05-01,2011-03-02,CONSTRUCTION,"('2008-08-25', '2008-08-25', '2008-08-25', '2008-08-25', '2008-08-25', '2010-12-30', '2011-03-02', '2011-03-02')",1522.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,2.0,2.0,-122.39385700000001,37.75298,RH-3,RH-3
0,2017-09-26,1700 MARKET ST,5.0,5.0,0855016,2017-09-26,BP APPROVED,,,201604074244,False,2013-08-22,2014-01-02,2013-08-22,2017-09-26,BP APPROVED,"('2014-01-02', '2014-01-02', '2014-07-02', '2014-07-02', '2015-06-22', '2015-06-22', '2015-06-22', '2015-06-22', '2016-04-07', '2016-04-07', '2016-04-07', '2016-04-07', '2016-04-07', '2017-09-26')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",2,2017,Building Permit Approved,42.0,42.0,-122.42244720459999,37.7729530334,NCT-3,NCT-3
0,,601 CRESCENT WY,,,4991240,2004-01-14,BP FILED,,,200401144041,True,2004-01-14,2004-01-14,2004-01-14,2004-01-14,BP FILED,"('2004-01-14',)",,"('BP FILED',)",3,2009,Proposed,411.0,411.0,-122.41547,37.734868,RH-1,RH-1
0,2016-03-02,566 HURON AV,0.0,0.0,7064006B,2016-06-01,BP ISSUED,,,201506259899,False,2015-06-25,2015-06-25,2015-06-25,2016-06-01,BP ISSUED,"('2015-06-25', '2015-06-25', '2015-06-25', '2016-03-02', '2016-06-01', '2016-06-01', '2016-06-01', '2016-06-01', '2016-06-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,-122.447883606,37.713710784899995,,
0,,79 - 81 LELAND AV,0.0,0.0,6250030,2015-06-29,BP FILED,,,201506290158,False,2015-06-29,2015-06-29,2015-06-29,2015-06-29,BP FILED,"('2015-06-29', '2015-06-29', '2015-06-29')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,4.0,4.0,-122.4054641724,37.711624145500004,,
0,,60 FOUNTAIN ST,0.0,0.0,6501010,2009-06-16,BP FILED,,,200906160568,True,2009-05-28,2009-06-16,2009-05-28,2009-06-16,BP FILED,"('2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,-122.441906,37.7499080729,RH-2,RH-2
0,2017-02-21,505 CHURCH ST,0.0,0.0,3579022,2017-07-27,CONSTRUCTION,,2017-07-27,201603283243,False,2016-03-28,2016-03-28,2016-03-28,2017-07-27,CONSTRUCTION,"('2016-03-28', '2016-03-28', '2016-03-28', '2016-03-28', '2017-02-21', '2017-07-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION')",2,2017,Under Construction,11.0,1.0,-122.4282913208,37.7626533508,,
0,2013-06-07,2558 MISSION ST,,,3616007,2014-09-11,CONSTRUCTION,10/01/2014,2014-01-02,201301168124,False,2005-12-21,2005-12-21,2005-12-21,2014-09-11,CONSTRUCTION,"('2005-12-21', '2005-12-21', '2005-12-21', '2005-12-21', '2005-12-21', '2013-01-16', '2013-06-07', '2013-06-07', '2014-01-02', '2014-03-27', '2014-06-24', '2014-09-11')",3206.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,114.0,114.0,-122.418986,37.75611,Mission St NCT,Mission St NCT
0,,533 JACKSON ST,0.0,0.0,0195014,2016-06-08,PL FILED,,,,False,2016-06-08,2016-06-08,2016-06-08,2016-06-08,PL FILED,"('2016-06-08', '2016-06-08', '2016-06-08', '2016-06-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,-122.4045715332,37.796119689899996,,
0,2008-09-15,120 HOWARD ST,0.0,0.0,3717019,2012-06-13,CONSTRUCTION,01/01/2016,2011-03-02,200611178045,False,2006-05-11,2008-09-15,2006-05-11,2012-06-13,CONSTRUCTION,"('2008-09-15', '2008-09-15', '2008-09-15', '2008-09-15', '2010-07-19', '2010-11-19', '2011-03-02', '2011-06-20', '2011-09-13', '2012-02-02', '2012-03-07', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13', '2012-06-13')",3522.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,0.0,0.0,-122.39311043100001,37.7913518404,C-3-O(SD),C-3-O(SD)
